hb,cancer_site_icd10code,cancer_site,sex,year,incidences_all_ages,crude_rate,crude_rate_lower95pc_confidence_interval,crude_rate_upper95pc_confidence_interval,standardised_incidence_ratio,sir_lower95pc_confidence_interval,sir_upper95pc_confidence_interval
S08000016,C56,Ovary,Female,2014,9,15.32671446,7.008349819,29.09487824,59.41021403,27.16613295,112.7790922
S08000016,C56,Ovary,Female,2015,11,18.72117365,9.345542433,33.49735098,75.95911039,37.91851423,135.9118306
S08000016,C56,Ovary,Female,2016,14,23.72318433,12.96968563,39.80347226,93.84569698,51.30631581,157.4571333
S08000016,C56,Ovary,Female,2017,16,27.01288177,15.44019593,43.86722763,104.9493286,59.98760929,170.4311346
S08000016,C56,Ovary,Female,2018,17,28.67697913,16.70539712,45.91462158,116.3376795,67.77098548,186.2678947
S08000016,C56,Ovary,Female,2019,12,20.20644249,10.44096369,35.296588560000004,85.00511597,43.92338385,148.4868307
S08000016,C56,Ovary,Female,2020,15,25.34297493,14.18427068,41.7993831,115.1103284,64.42637701,189.8569813
S08000016,C53-C55,Uterus,Female,1996,23,41.78019982,26.48506274,62.69081361,120.7048272,76.51650627,181.1165063
S08000016,C53-C55,Uterus,Female,1997,17,30.86756001,17.98149121,49.42195376,85.05971482,49.55041843,136.1888433
S08000016,C53-C55,Uterus,Female,1998,19,34.48526209,20.76238051,53.85300852,98.2173902,59.13328489,153.3786212
S08000016,C53-C55,Uterus,Female,1999,16,29.15239414,16.66311212,47.34166168,87.67473262,50.11368508,142.3782729
S08000016,C53-C55,Uterus,Female,2000,24,43.5208356,27.88462056,64.75555361,132.3285814,84.785419,196.8944398
S08000016,C53-C55,Uterus,Female,2001,20,36.04707748,22.0184914,55.67178758,101.7828252,62.17159388,157.1953184
S08000016,C53-C55,Uterus,Female,2002,19,34.13766462,20.55310413,53.31019202,103.4179517,62.26436261,161.4999421
S08000016,C53-C55,Uterus,Female,2003,18,32.0878494,19.01729318,50.71263596,97.75874677,57.93802896,154.5009662
S08000016,C53-C55,Uterus,Female,2004,22,38.8891835,24.37164426,58.87869118,108.7859881,68.17559954,164.7032933
S08000016,C53-C55,Uterus,Female,2005,28,49.17111548,32.67384914,71.06595242,131.7754556,87.56383329,190.4522232
S08000016,C53-C55,Uterus,Female,2006,10,17.48710326,8.385745731,32.15940551,50.99397754,24.45359435,93.77974031
S08000016,C53-C55,Uterus,Female,2007,22,38.03267352,23.83487401,57.58192478,101.4156923,63.55667444,153.5445769
S08000016,C53-C55,Uterus,Female,2008,23,39.31086347,24.91971532,58.98559666,97.98810328,62.11605196,147.0302666
S08000016,C53-C55,Uterus,Female,2009,20,34.08374376,20.81923616,52.63957788,82.28300997,50.26060014,127.0794353
S08000016,C53-C55,Uterus,Female,2010,22,37.44107286,23.46412102,56.68623426,86.93501263,54.48170957,131.6206539
S08000016,C53-C55,Uterus,Female,2011,22,37.48828491,23.49370857,56.75771387,89.91537591,56.34948738,136.1329597
S08000016,C53-C55,Uterus,Female,2012,26,44.41635205,29.01423581,65.08024682,103.5160079,67.62009316,151.6749358
S08000016,C53-C55,Uterus,Female,2013,30,51.22163602,34.55902273,73.12207037,111.4602526,75.2017644,159.1164412
S08000016,C53-C55,Uterus,Female,2014,32,54.49498476,37.27452923,76.93065867,108.4763908,74.19777099,153.1362974
S08000016,C53-C55,Uterus,Female,2015,25,42.54812193,27.53490111,62.80942134,87.10660758,56.37080363,128.5865361
S08000016,C53-C55,Uterus,Female,2016,20,33.89026333,20.70105328,52.34076304,70.77594933,43.23178856,109.3077135
S08000016,C53-C55,Uterus,Female,2017,26,43.89593287,28.67428072,64.31771215,94.56490744,61.77293715,138.5594997
S08000016,C53-C55,Uterus,Female,2018,25,42.17202814,27.29151304,62.25423272,85.76880928,55.50505111,126.6116819
S08000016,C53-C55,Uterus,Female,2019,26,43.78062539,28.59895805,64.14875997,90.12990223,58.8758445,132.0611895
S08000016,C53-C55,Uterus,Female,2020,20,33.79063324,20.64019664,52.18689245,77.08411388,47.08497935,119.050162
S08000016,C52,Vagina,Female,1996,0,0,0,5.441838826,0,0,299.5732274
S08000016,C52,Vagina,Female,1997,0,0,0,5.439467396,0,0,299.5732274
S08000016,C52,Vagina,Female,1998,1,1.815013794,0.045952171,10.11260961,160.3359318,4.059354333,893.3346345
S08000016,C52,Vagina,Female,1999,1,1.822024634,0.04612967,10.15167151,226.6888956,5.739265932,1263.029687
S08000016,C52,Vagina,Female,2000,0,0,0,5.432365491,0,0,299.5732274
S08000016,C52,Vagina,Female,2001,0,0,0,5.399369669,0,0,299.5732274
S08000016,C52,Vagina,Female,2002,0,0,0,5.382489666,0,0,299.5732274
S08000016,C52,Vagina,Female,2003,0,0,0,5.340367002,0,0,299.5732274
S08000016,C52,Vagina,Female,2004,2,3.535380319,0.428150958,12.77100929,304.9715795,36.93347312,1101.662205
S08000016,C52,Vagina,Female,2005,1,1.756111267,0.044460888,9.784425736,202.645979,5.130551986,1129.07113
S08000016,C52,Vagina,Female,2006,0,0,0,5.238667961,0,0,299.5732274
S08000016,C52,Vagina,Female,2007,0,0,0,5.178895797,0,0,299.5732274
S08000016,C52,Vagina,Female,2008,3,5.127503931,1.057414581,14.98474238,357.2760958,73.67892022,1044.112364
S08000016,C52,Vagina,Female,2009,1,1.704187188,0.043146284,9.495123283,200.0914468,5.065876829,1114.838187
S08000016,C52,Vagina,Female,2010,0,0,0,5.098337742,0,0,299.5732274
S08000016,C52,Vagina,Female,2011,0,0,0,5.10476659,0,0,299.5732274
S08000016,C52,Vagina,Female,2012,0,0,0,5.11767305,0,0,299.5732274
S08000016,C52,Vagina,Female,2013,0,0,0,5.114876938,0,0,299.5732274
S08000016,C52,Vagina,Female,2014,2,3.405936547,0.412474717,12.30341389,268.7830222,32.55087094,970.9366928
S08000016,C52,Vagina,Female,2015,0,0,0,5.098511281,0,0,299.5732274
S08000016,C52,Vagina,Female,2016,1,1.694513166,0.042901359,9.441223084,182.1147908,4.610747306,1014.678671
S08000016,C52,Vagina,Female,2017,0,0,0,5.057710107,0,0,299.5732274
S08000016,C52,Vagina,Female,2018,0,0,0,5.053444229,0,0,299.5732274
S08000016,C52,Vagina,Female,2019,0,0,0,5.044424324,0,0,299.5732274
S08000016,C52,Vagina,Female,2020,2,3.379063324,0.409220245,12.20633856,246.467981,29.84841593,890.3270913
S08000016,C51,Vulva,Female,1996,2,3.633060854,0.439980524,13.12386497,85.13195983,10.30987529,307.5259101
S08000016,C51,Vulva,Female,1997,6,10.89443294,3.998064883,23.71259401,248.8361749,91.3184906,541.6115937
S08000016,C51,Vulva,Female,1998,5,9.075068971,2.946650193,21.17818368,248.3542501,80.63994898,579.5759726
S08000016,C51,Vulva,Female,1999,2,3.644049268,0.441311272,13.1635589,87.54043039,10.60155224,316.2261339
S08000016,C51,Vulva,Female,2000,1,1.81336815,0.045910507,10.10344067,51.57583264,1.305787027,287.3621471
S08000016,C51,Vulva,Female,2001,3,5.407061622,1.115066098,15.80172858,121.3644085,25.02825876,354.6783035
S08000016,C51,Vulva,Female,2002,2,3.593438382,0.435182059,12.98073498,95.57073268,11.57405911,345.2343469
S08000016,C51,Vulva,Female,2003,2,3.5653166,0.431776381,12.87914944,83.30076171,10.0881087,300.9109929
S08000016,C51,Vulva,Female,2004,2,3.535380319,0.428150958,12.77100929,90.78554279,10.99455041,327.9485957
S08000016,C51,Vulva,Female,2005,5,8.780556336,2.851022742,20.49088943,204.9496657,66.54659859,478.2841518
S08000016,C51,Vulva,Female,2006,3,5.246130978,1.08187833,15.33142095,120.9425282,24.94125688,353.44539
S08000016,C51,Vulva,Female,2007,2,3.457515775,0.418721201,12.48973579,75.78135819,9.177474047,273.748322
S08000016,C51,Vulva,Female,2008,5,8.545839885,2.774810949,19.94313954,187.7842733,60.97304239,438.225852
S08000016,C51,Vulva,Female,2009,4,6.816748752,1.857334606,17.4535842,129.8847417,35.38922063,332.5565249
S08000016,C51,Vulva,Female,2010,3,5.105600844,1.052897638,14.92073226,108.3162789,22.33742074,316.5461317
S08000016,C51,Vulva,Female,2011,1,1.70401295,0.043141873,9.494152494,37.16793889,0.94101074,207.0865011
S08000016,C51,Vulva,Female,2012,4,6.833284931,1.861840159,17.49592339,130.6270007,35.59146123,334.4570028
S08000016,C51,Vulva,Female,2013,5,8.536939337,2.771920965,19.92236862,141.6843946,46.00453726,330.6441133
S08000016,C51,Vulva,Female,2014,1,1.702968274,0.043115424,9.488331927,30.85513113,0.781184285,171.9137874
S08000016,C51,Vulva,Female,2015,2,3.403849754,0.412221997,12.29587567,56.41736007,6.83240404,203.7989028
S08000016,C51,Vulva,Female,2016,1,1.694513166,0.042901359,9.441223084,31.22139115,0.790457186,173.9544576
S08000016,C51,Vulva,Female,2017,4,6.753220442,1.84002528,17.2909265,127.6951506,34.79263076,326.9503022
S08000016,C51,Vulva,Female,2018,2,3.373762251,0.40857826,12.18718926,55.26541602,6.692898272,199.6376848
S08000016,C51,Vulva,Female,2019,2,3.367740415,0.407848988,12.16543632,77.59532846,9.397154263,280.3010063
S08000016,C51,Vulva,Female,2020,5,8.447658309,2.742931659,19.71401649,160.5639723,52.13468476,374.7027498
S08000016,"C00-C14, C30-C32",Head and neck,All,1996,13,12.2803703,6.538779984,20.99980722,51.70850767,27.53260257,88.4231229
S08000016,"C00-C14, C30-C32",Head and neck,All,1997,12,11.32502831,5.851807388,19.78254535,53.5387111,27.66423328,93.52135384
S08000016,"C00-C14, C30-C32",Head and neck,All,1998,15,14.14560543,7.917187979,23.33102496,62.20110587,34.81348678,102.5912649
S08000016,"C00-C14, C30-C32",Head and neck,All,1999,20,18.90180512,11.54571362,29.19230498,78.56973998,47.99243836,121.344591
S08000016,"C00-C14, C30-C32",Head and neck,All,2000,16,15.05882353,8.60741878,24.45458597,68.43730094,39.1178307,111.1378891
S08000016,"C00-C14, C30-C32",Head and neck,All,2001,19,17.76531089,10.69587767,27.74273359,76.75745477,46.21300191,119.8662737
S08000016,"C00-C14, C30-C32",Head and neck,All,2002,15,13.94959546,7.807482686,23.00773633,60.66532161,33.95391998,100.0582223
S08000016,"C00-C14, C30-C32",Head and neck,All,2003,25,23.06485838,14.92636022,34.04828093,97.809017,63.29683872,144.3854037
S08000016,"C00-C14, C30-C32",Head and neck,All,2004,13,11.87756967,6.324305611,20.31100586,50.19784319,26.72823736,85.83984064
S08000016,"C00-C14, C30-C32",Head and neck,All,2005,16,14.51247166,8.295131477,23.56734476,63.52574175,36.31045024,103.1618247
S08000016,"C00-C14, C30-C32",Head and neck,All,2006,20,18.04077215,11.01977231,27.86250938,73.55472848,44.92913905,113.5993125
S08000016,"C00-C14, C30-C32",Head and neck,All,2007,24,21.39037433,13.70521645,31.82718146,86.0229196,55.11650775,127.9952856
S08000016,"C00-C14, C30-C32",Head and neck,All,2008,18,15.8786168,9.410674647,25.09506022,68.19964581,40.41943238,107.784843
S08000016,"C00-C14, C30-C32",Head and neck,All,2009,16,14.08574698,8.051221458,22.87437063,53.85258077,30.78140295,87.4532173
S08000016,"C00-C14, C30-C32",Head and neck,All,2010,17,14.95162709,8.709873764,23.93900336,55.90216798,32.56507291,89.50478627
S08000016,"C00-C14, C30-C32",Head and neck,All,2011,17,14.92799438,8.69610684,23.9011651,55.23524461,32.17656547,88.43697735
S08000016,"C00-C14, C30-C32",Head and neck,All,2012,23,20.22511432,12.82098755,30.34760191,67.4789368,42.77585752,101.2515371
S08000016,"C00-C14, C30-C32",Head and neck,All,2013,22,19.31858096,12.10685184,29.24856374,66.3987677,41.61175421,100.5285323
S08000016,"C00-C14, C30-C32",Head and neck,All,2014,18,15.78393546,9.354560488,24.94542289,56.00048532,33.18943673,88.50491008
S08000016,"C00-C14, C30-C32",Head and neck,All,2015,23,20.17013067,12.786132630000001,30.26509944,68.54479312,43.451519,102.8508449
S08000016,"C00-C14, C30-C32",Head and neck,All,2016,22,19.20894089,12.03814099,29.08256735,68.09993513,42.67786678,103.1041202
S08000016,"C00-C14, C30-C32",Head and neck,All,2017,30,26.08242045,17.59769955,37.23427699,90.62914747,61.14710522,129.3787433
S08000016,"C00-C14, C30-C32",Head and neck,All,2018,22,19.08562505,11.96085961,28.8958657,63.43465151,39.75415837,96.04082471
S08000016,"C00-C14, C30-C32",Head and neck,All,2019,26,22.50887369,14.7035436,32.98071516,79.95072899,52.22647059,117.1463422
S08000016,"C00-C14, C30-C32",Head and neck,All,2020,19,16.48733079,9.92645016,25.74700935,60.01001444,36.12994881,93.71307112
S08000016,"C00-C14, C30-C32",Head and neck,Male,1996,11,21.64928164,10.80724339,38.736545,65.57441363,32.73451102,117.3307395
S08000016,"C00-C14, C30-C32",Head and neck,Male,1997,7,13.75623944,5.530721714,28.3431108,44.90895991,18.05573106,92.52962137
S08000016,"C00-C14, C30-C32",Head and neck,Male,1998,10,19.62939698,9.413058841,36.09915994,58.92395768,28.25632806,108.3632561
S08000016,"C00-C14, C30-C32",Head and neck,Male,1999,14,27.4908691,15.02951395,46.12500711,76.94718634,42.0677428,129.1043038
S08000016,"C00-C14, C30-C32",Head and neck,Male,2000,10,19.56793989,9.383587774,35.98613815,59.34574569,28.4585918,109.1389393
S08000016,"C00-C14, C30-C32",Head and neck,Male,2001,11,21.37291857,10.66928394,38.24205513,64.67426645,32.28516079,115.7201276
S08000016,"C00-C14, C30-C32",Head and neck,Male,2002,6,11.56671101,4.244779083,25.17586032,35.55008851,13.04625593,77.37757623
S08000016,"C00-C14, C30-C32",Head and neck,Male,2003,18,34.42077485,20.39993265,54.39966395,101.0849611,59.9093544,159.7578189
S08000016,"C00-C14, C30-C32",Head and neck,Male,2004,9,17.01998903,7.782622775,32.30924082,49.21256514,22.50311852,93.42077809
S08000016,"C00-C14, C30-C32",Head and neck,Male,2005,12,22.51153716,11.63203975,39.32312507,66.92070951,34.57890714,116.897012
S08000016,"C00-C14, C30-C32",Head and neck,Male,2006,15,27.94597112,15.6411479,46.09262948,76.80076052,42.98480266,126.671175
S08000016,"C00-C14, C30-C32",Head and neck,Male,2007,17,31.27587158,18.21934775,50.07570015,83.24341997,48.49235975,133.2807793
S08000016,"C00-C14, C30-C32",Head and neck,Male,2008,11,20.05396339,10.01086627,35.88207998,59.41707872,29.66079162,106.3135665
S08000016,"C00-C14, C30-C32",Head and neck,Male,2009,11,20.03241609,10.00010994,35.84352591,54.4927591,27.20258901,97.50259848
S08000016,"C00-C14, C30-C32",Head and neck,Male,2010,8,14.56107461,6.286438501,28.69112179,36.8390351,15.9044806,72.58758513
S08000016,"C00-C14, C30-C32",Head and neck,Male,2011,14,25.36461636,13.86707179,42.5575163,64.8576123,35.45826018,108.8200528
S08000016,"C00-C14, C30-C32",Head and neck,Male,2012,15,27.1822844,15.21371823,44.83304436,63.79060654,35.70311824,105.2129045
S08000016,"C00-C14, C30-C32",Head and neck,Male,2013,17,30.73529678,17.904443,49.21018751,74.19235702,43.21978204,118.7891507
S08000016,"C00-C14, C30-C32",Head and neck,Male,2014,11,19.88466892,9.926355081,35.57916541,49.08867518,24.50488979,87.83319959
S08000016,"C00-C14, C30-C32",Head and neck,Male,2015,18,32.56562879,19.30045552,51.46773337,75.81636783,44.93358457,119.8225476
S08000016,"C00-C14, C30-C32",Head and neck,Male,2016,13,23.41667267,12.46839198,40.04322343,57.62511853,30.68294867,98.54070767
S08000016,"C00-C14, C30-C32",Head and neck,Male,2017,25,44.81170123,28.99977029,66.15091093,104.8606421,67.86027866,154.7949933
S08000016,"C00-C14, C30-C32",Head and neck,Male,2018,17,30.36310704,17.68762877,48.61427569,68.51466587,39.91231771,109.6986172
S08000016,"C00-C14, C30-C32",Head and neck,Male,2019,16,28.508811,16.29524875,46.29652299,70.72117811,40.42326384,114.8467626
S08000016,"C00-C14, C30-C32",Head and neck,Male,2020,11,19.62463427,9.79654672,35.11389159,49.90519532,24.9124937,89.29417967
S08000016,"C00-C14, C30-C32",Head and neck,Female,1996,2,3.633060854,0.439980524,13.12386497,23.90601568,2.895129405,86.35674832
S08000016,"C00-C14, C30-C32",Head and neck,Female,1997,5,9.078694121,2.947827269,21.18664357,73.24291753,23.78177596,170.9245368
S08000016,"C00-C14, C30-C32",Head and neck,Female,1998,5,9.075068971,2.946650193,21.17818368,69.98585135,22.72421543,163.3236309
S08000016,"C00-C14, C30-C32",Head and neck,Female,1999,6,10.9321478,4.011905571,23.79468337,82.63557898,30.32580108,179.8628662
S08000016,"C00-C14, C30-C32",Head and neck,Female,2000,6,10.8802089,3.992844909,23.68163425,91.90253072,33.72660904,200.0331188
S08000016,"C00-C14, C30-C32",Head and neck,Female,2001,8,14.41883099,6.225027804,28.41084516,103.2926387,44.59442991,203.5276762
S08000016,"C00-C14, C30-C32",Head and neck,Female,2002,9,16.17047272,7.394169821,30.69659423,114.6755702,52.43697294,217.689953
S08000016,"C00-C14, C30-C32",Head and neck,Female,2003,7,12.4786081,5.017047653,25.71070194,90.28515613,36.29931536,186.0219281
S08000016,"C00-C14, C30-C32",Head and neck,Female,2004,4,7.070760637,1.926544296,18.10395552,52.56577044,14.32240326,134.5892498
S08000016,"C00-C14, C30-C32",Head and neck,Female,2005,4,7.024445069,1.913924862,17.98536927,55.13460765,15.02232494,141.1664933
S08000016,"C00-C14, C30-C32",Head and neck,Female,2006,5,8.743551631,2.839007415,20.4045328,65.27771809,21.19549738,152.3364184
S08000016,"C00-C14, C30-C32",Head and neck,Female,2007,7,12.10130521,4.865352323,24.93331379,93.61409129,37.63771995,192.8808068
S08000016,"C00-C14, C30-C32",Head and neck,Female,2008,7,11.96417584,4.810219203,24.65077487,88.83357686,35.71570521,183.03112
S08000016,"C00-C14, C30-C32",Head and neck,Female,2009,5,8.52093594,2.766724706,19.88502203,52.49580082,17.04524364,122.5076874
S08000016,"C00-C14, C30-C32",Head and neck,Female,2010,9,15.31680253,7.003817453,29.07606231,103.5175942,47.33483582,196.508639
S08000016,"C00-C14, C30-C32",Head and neck,Female,2011,3,5.112038851,1.05422531,14.93954685,32.63812839,6.730766726,95.38246136
S08000016,"C00-C14, C30-C32",Head and neck,Female,2012,8,13.66656986,5.900254842,26.92859084,75.68392559,32.67494719,149.127505
S08000016,"C00-C14, C30-C32",Head and neck,Female,2013,5,8.536939337,2.771920965,19.92236862,48.92495429,15.88579949,114.1745227
S08000016,"C00-C14, C30-C32",Head and neck,Female,2014,7,11.92077792,4.792770987,24.56135856,71.91176371,28.91225868,148.1657175
S08000016,"C00-C14, C30-C32",Head and neck,Female,2015,5,8.509624385,2.763051875,19.85862464,50.95216752,16.5440301,118.9053622
S08000016,"C00-C14, C30-C32",Head and neck,Female,2016,9,15.2506185,6.973553898,28.95042439,92.34692852,42.22689614,175.3032359
S08000016,"C00-C14, C30-C32",Head and neck,Female,2017,5,8.441525552,2.740940369,19.69970468,53.9912076,17.53079814,125.9974679
S08000016,"C00-C14, C30-C32",Head and neck,Female,2018,5,8.434405627,2.738628549,19.68308915,50.66290238,16.4501065,118.2303138
S08000016,"C00-C14, C30-C32",Head and neck,Female,2019,10,16.83870207,8.074812158,30.96697264,101.0512239,48.45798969,185.8367986
S08000016,"C00-C14, C30-C32",Head and neck,Female,2020,8,13.51625329,5.835358817,26.63240728,83.16363751,35.9041559,163.8655193
S08000016,C73,Thyroid,All,1996,4,3.778575477,1.029534644,9.674653954,142.9619014,38.95230652,366.0392476
S08000016,C73,Thyroid,All,1997,6,5.662514156,2.078042897,12.32490942,196.6715747,72.17500169,428.0712201
S08000016,C73,Thyroid,All,1998,1,0.943040362,0.023875715,5.254284601,40.94163546,1.036552465,228.1121926
S08000016,C73,Thyroid,All,1999,6,5.670541537,2.080988804,12.34238165,196.2673223,72.02664818,427.1913328
S08000016,C73,Thyroid,All,2000,2,1.882352941,0.227961674,6.79970604,63.48740906,7.688619772,229.3383506
S08000016,C73,Thyroid,All,2001,6,5.610098177,2.058807156,12.2108219,182.9683254,67.14615073,398.2450155
S08000016,C73,Thyroid,All,2002,5,4.6498651539999996,1.509798559,10.85123415,177.1269166,57.51262769,413.3551367
S08000016,C73,Thyroid,All,2003,7,6.458160347,2.596515409,13.30627859,196.9547769,79.18603529,405.8021155
S08000016,C73,Thyroid,All,2004,8,7.309273641,3.155625561,14.40218293,223.6657599,96.56299978,440.7107119
S08000016,C73,Thyroid,All,2005,7,6.349206349,2.552710251,13.08179171,196.8356581,79.138143350000007,405.5566852
S08000016,C73,Thyroid,All,2006,3,2.706115822,0.55806614,7.908418789,89.47282859,18.45144827,261.4775735
S08000016,C73,Thyroid,All,2007,8,7.130124777,3.078281797,14.04918825,171.3978468,73.99742478,337.7220863
S08000016,C73,Thyroid,All,2008,2,1.764290755,0.213663795,6.37322483,49.91868964,6.045384902,180.3234707
S08000016,C73,Thyroid,All,2009,8,7.042873492,3.040612886,13.87726844,181.5286074,78.37116815,357.6837234
S08000016,C73,Thyroid,All,2010,15,13.19261214,7.383804866,21.75920745,267.4058626,149.6650314,441.0453046
S08000016,C73,Thyroid,All,2011,8,7.024938532,3.032869843,13.84192942,145.7230243,62.91285878,287.1324507
S08000016,C73,Thyroid,All,2012,5,4.396763982,1.427617297,10.26058044,89.75191556,29.14220268,209.4510311
S08000016,C73,Thyroid,All,2013,8,7.024938532,3.032869843,13.84192942,136.433582,58.90233693,268.8285461
S08000016,C73,Thyroid,All,2014,12,10.52262364,5.437193185,18.38090586,197.7321705,102.1710979,345.398309
S08000016,C73,Thyroid,All,2015,23,20.17013067,12.786132630000001,30.26509944,346.6118453,219.7221772,520.0879528
S08000016,C73,Thyroid,All,2016,13,11.3507378,6.043789829,19.41010732,187.8893753,100.0431792,321.296554
S08000016,C73,Thyroid,All,2017,5,4.347070075,1.411481821,10.14461144,74.05686928,24.04606387,172.8240287
S08000016,C73,Thyroid,All,2018,4,3.470113646,0.945489176,8.884869155,50.54539108,13.77191788,129.4162762
S08000016,C73,Thyroid,All,2019,4,3.462903645,0.943524694,8.866408688,63.42534208,17.28127104,162.3940663
S08000016,C73,Thyroid,All,2020,4,3.471017008,0.945735312,8.88718212,71.87458154,19.58340441,184.0274751
S08000016,C73,Thyroid,Male,1996,1,1.968116512,0.049828396,10.96564336,171.1616806,4.333438564,953.6518465
S08000016,C73,Thyroid,Male,1997,3,5.895531187,1.215800265,17.22924394,373.6458134,77.05474953,1091.951626
S08000016,C73,Thyroid,Male,1998,1,1.962939698,0.04969733,10.9368,122.8130981,3.109358435,684.2707861
S08000016,C73,Thyroid,Male,1999,1,1.963633507,0.049714896,10.94066565,108.4382161,2.745417934,604.1790702
S08000016,C73,Thyroid,Male,2000,1,1.956793989,0.049541734,10.90255829,132.3945284,3.351939247,737.6550989
S08000016,C73,Thyroid,Male,2001,1,1.942992597,0.049192313,10.82566186,123.790752,3.13411049,689.7179253
S08000016,C73,Thyroid,Male,2002,1,1.927785168,0.048807295,10.74093149,130.8533723,3.312920555,729.0683272
S08000016,C73,Thyroid,Male,2003,1,1.912265269,0.048414365,10.65446015,89.11062147,2.256085604,496.4926052
S08000016,C73,Thyroid,Male,2004,4,7.56443957,2.061055189,19.36796966,404.5482783,110.2257901,1035.804267
S08000016,C73,Thyroid,Male,2005,3,5.627884291,1.160605041,16.44706613,294.0563038,60.64147925,859.3573046
S08000016,C73,Thyroid,Male,2006,1,1.863064741,0.047168715,10.38033235,84.20593691,2.131909742,469.1654519
S08000016,C73,Thyroid,Male,2007,2,3.679514304,0.445606252,13.29167081,163.4669278,19.79660333,590.4987488
S08000016,C73,Thyroid,Male,2008,0,0,0,5.461482304,0,0,299.5732274
S08000016,C73,Thyroid,Male,2009,3,5.463386207,1.126681581,15.96633292,204.9840433,42.27263774,599.0503608
S08000016,C73,Thyroid,Male,2010,6,10.92080596,4.007743313,23.76999695,358.6629975,131.6229988,780.6583497
S08000016,C73,Thyroid,Male,2011,5,9.058791557,2.941364961,21.14019763,429.7397533,139.5353281,1002.86923
S08000016,C73,Thyroid,Male,2012,1,1.812152293,0.045879724,10.09666635,65.72208316,1.663939082,366.1800103
S08000016,C73,Thyroid,Male,2013,3,5.423875902,1.118533606,15.85086704,172.8311764,35.6419436,505.0860395
S08000016,C73,Thyroid,Male,2014,2,3.615394349,0.437841028,13.06004748,91.21282311,11.04629604,329.4920791
S08000016,C73,Thyroid,Male,2015,3,5.427604798,1.119302594,15.86176446,155.0961616,31.98455718,453.2568003
S08000016,C73,Thyroid,Male,2016,5,9.006412566,2.924357645,21.01796253,228.807098,74.2930419,533.9594402
S08000016,C73,Thyroid,Male,2017,3,5.377404148,1.108950013,15.71505686,151.8756034,31.32040065,443.8449625
S08000016,C73,Thyroid,Male,2018,0,0,0,5.350572922,0,0,299.5732274
S08000016,C73,Thyroid,Male,2019,1,1.781800688,0.045111288,9.927558026,51.21069884,1.29654264,285.3277518
S08000016,C73,Thyroid,Male,2020,0,0,0,5.344559112,0,0,299.5732274
S08000016,C73,Thyroid,Female,1996,3,5.449591281,1.123836736,15.92601829,135.5193926,27.94735677,396.0451737
S08000016,C73,Thyroid,Female,1997,3,5.447216472,1.123346993,15.91907809,133.4595611,27.52257,390.025472
S08000016,C73,Thyroid,Female,1998,0,0,0,5.4372954,0,0,299.5732274
S08000016,C73,Thyroid,Female,1999,5,9.110123169,2.958032195,21.25998848,234.2062002,76.0461157,546.5591438
S08000016,C73,Thyroid,Female,2000,1,1.81336815,0.045910507,10.10344067,41.75517526,1.05714951,232.6449463
S08000016,C73,Thyroid,Female,2001,5,9.011769371,2.926096985,21.03046353,202.3110945,65.68986171,472.1266068
S08000016,C73,Thyroid,Female,2002,4,7.186876763,1.958182032,18.40125892,194.3048752,52.94153886,497.4976524
S08000016,C73,Thyroid,Female,2003,6,10.6959498,3.925225067,23.28057976,246.7191807,90.54159104,537.0037885
S08000016,C73,Thyroid,Female,2004,4,7.070760637,1.926544296,18.10395552,154.5589992,42.11212536,395.7324241
S08000016,C73,Thyroid,Female,2005,4,7.024445069,1.913924862,17.98536927,157.7253837,42.97485856,403.8396259
S08000016,C73,Thyroid,Female,2006,2,3.497420652,0.423553866,12.63388593,92.36132501,11.18538495,333.6408629
S08000016,C73,Thyroid,Female,2007,6,10.37254732,3.806542058,22.57666872,174.2153128,63.93394934,379.1933919
S08000016,C73,Thyroid,Female,2008,2,3.418335954,0.413976343,12.34820481,71.49686052,8.658601503,258.2712432
S08000016,C73,Thyroid,Female,2009,5,8.52093594,2.766724706,19.88502203,169.8663642,55.15514607,396.4114292
S08000016,C73,Thyroid,Female,2010,9,15.31680253,7.003817453,29.07606231,228.6253626,104.5420741,434.0021538
S08000016,C73,Thyroid,Female,2011,3,5.112038851,1.05422531,14.93954685,69.34216518,14.30002151,202.6472325
S08000016,C73,Thyroid,Female,2012,4,6.833284931,1.861840159,17.49592339,98.78120899,26.91455481,252.9191278
S08000016,C73,Thyroid,Female,2013,5,8.536939337,2.771920965,19.92236862,121.1281081,39.329967,282.672598
S08000016,C73,Thyroid,Female,2014,10,17.02968274,8.16639481,31.31819288,257.9885487,123.715537,474.4501265
S08000016,C73,Thyroid,Female,2015,20,34.03849754,20.79159859,52.56969876,425.4069274,259.849603,657.0064968
S08000016,C73,Thyroid,Female,2016,8,13.55610533,5.852564098,26.71093168,169.0003487,72.96235528,332.9980593
S08000016,C73,Thyroid,Female,2017,2,3.376610221,0.408923163,12.19747711,41.87370285,5.071099678,151.2622123
S08000016,C73,Thyroid,Female,2018,4,6.747524502,1.838473328,17.27634263,70.93241242,19.32669504,181.6151479
S08000016,C73,Thyroid,Female,2019,3,5.051610622,1.041763556,14.76294992,68.90357625,14.20957393,201.3654895
S08000016,C73,Thyroid,Female,2020,4,6.758126647,1.841362056,17.30348833,111.7394714,30.4452452,286.0974263
S08000016,C81,Hodgkin lymphoma,All,1996,3,2.833931608,0.584424828,8.281950755,102.4681377,21.13139343,299.4553814
